FECHA,IDC,ACTIVIDAD ECONOMICA,EDAD,SALARIO,FFNN,MONTO_ACUMULADO_DOL_ACH,FRECUENCIA_ACH,MONTO_USD_DOL_PCC,CANTIDAD_PCC,NRO_ORDENANTES_DIFERENTES
202006,06123207LP,5770,29,600,0,796.501456,4,0,0,3
202006,06123450LP,5771,35,585,0,942.428565,16,0,0,4
202006,06124030LP,5772,26,500,0,543.731778,3,0,0,1
202006,06124405LP,5773,37,500,0,671.574342,5,0,0,3
202006,06124736LP,5774,37,576,0,2070.553933,5,0,0,5
202006,06126314LP,5775,37,449,0,603.498542,1,0,0,1
202006,06126690PE,5776,41,300,0,336.73469,5,0,0,4
202006,06127661LP,5777,30,2000,1,4532.069952,35,0,0,2
202006,06127684LP,5778,35,420,0,4087.463551,9,0,0,3
202006,06128080LP,5779,34,1000,0,2056.516022,23,0,0,10
202006,06128820LP,5780,30,681,0,3249.68075,13,0,0,4
202006,06128843LP,5781,34,350,0,700.145769,7,0,0,5
202006,06129387LP,5782,38,300,0,356.413992,3,0,0,2
202006,06129498LP,5783,35,1249,1,3429.737604,9,0,0,4
202006,06129860LP,5784,33,676,0,809.037899,5,0,0,4
202006,06129887LP,5785,37,500,0,579.154517,5,0,0,3
202006,06131011LP,5786,32,300,0,1260.932944,2,0,0,2
202006,06131577LP,5787,36,350,0,483.965013,3,0,0,3
202006,06131762LP,5788,27,350,0,599.781336,10,0,0,4
202006,06132728LP,5789,32,250,0,2398.906683,37,0,0,9
202006,06133610LP,5790,31,365,0,425.951892,6,0,0,4
202006,06134601LP,5791,30,583,0,731.341105,10,0,0,9
202006,06134801LP,5792,34,992,0,2040.816324,4,0,0,1
202006,06135955LP,5793,32,250,0,575.947519,6,0,0,1
202006,06136397LP,5794,34,500,0,5830.90379,2,0,0,1
202006,06136433LP,5795,35,621,0,2014.577251,13,0,0,6
202006,06136508LP,5796,45,300,0,583.090379,1,0,0,1
202006,06136636LP,5797,35,382,0,3206.997084,1,0,0,1
202006,06137861LP,5798,35,500,0,532.06997,1,0,0,1
202006,06138061LP,5799,35,370,0,1116.587463,2,0,0,2
202006,06138432LP,5800,36,1372,0,5291.545188,3,0,0,3
202006,06138464LP,5801,36,450,0,951.020404,7,0,0,7
202006,06138716LP,5802,31,5000,0,36358.22446,47,60481.04956,2,17
202006,06138968LP,5803,31,400,0,1239.650139,11,0,0,8
202006,06139221LP,5804,35,300,0,618.0758,4,0,0,1
202006,06139451LP,5805,27,742,0,1067.201163,7,0,0,5
202006,06139645LP,5806,34,500,0,592.784252,8,0,0,5
202006,06139929LP,5807,31,1142,0,4567.930027,4,0,0,2
202006,06139988LP,5808,37,400,0,1803.206997,1,0,0,1
202006,06140329LP,5809,29,574,0,655.976676,1,0,0,1
202006,06141172LP,5810,31,770,0,956.559763,7,0,0,4
202006,06141694LP,5811,27,500,0,825.947514,12,0,0,8
202006,06142190LP,5812,34,857.87,0,3590.973758,6,0,0,4
202006,06142828LP,5813,33,1000,0,1457.725946,2,0,0,1
202006,06142981LP,5814,30,310,0,540.860054,7,0,0,5
202006,06143444LP,5815,36,415,0,8189.50437,4,45022.98685,3,3
202006,06143683LP,5816,34,600,0,1083.731778,1,0,0,1
202006,06143884LP,5817,30,385,0,475.545187,5,0,0,5
202006,06144327LP,5818,26,300,0,778.71719,19,0,0,9
202006,06145088LP,5819,31,350,0,1198.104947,19,0,0,5
202006,06145634LP,5820,34,250,0,663.265306,1,0,0,1
202006,06145761LP,5821,34,500,0,5391.107868,9,0,0,5
202006,06146207LP,5822,32,704,0,790.67055,7,0,0,5
202006,06146881LP,5823,33,1935,1,1978.781332,18,0,0,13
202006,06147347LP,5824,27,1299,0,2388.483959,14,0,0,12
202006,06148283LP,5825,24,428,0,7006.35568,8,0,0,2
202006,06148335LP,5826,28,767,0,13608.3207,5,0,0,2
202006,06148424LP,5827,36,400,0,1008.163265,2,0,0,2
202006,06148487LP,5828,32,500,0,525.072885,4,0,0,1
202006,06148925LP,5829,32,500,0,979.591834,5,0,0,4
202006,06148958LP,5830,27,300,0,887.755096,12,0,0,9
